id,order_id,user_id,product_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
97712,67288,53681,15711,Processing,2019-11-05 10:49:30+00:00,,,,16.489999771118164
137707,95008,76023,10627,Processing,2020-07-06 13:40:07+00:00,,,,16.489999771118164
143653,99123,79399,15711,Processing,2020-07-12 03:00:03+00:00,,,,16.489999771118164
175180,120862,96779,10627,Processing,2023-06-11 05:54:10+00:00,,,,16.489999771118164
23969,16542,13192,19248,Shipped,2024-04-14 12:14:58+00:00,2024-04-15 12:47:00+00:00,,,16.489999771118164
113326,78097,62459,15711,Shipped,2024-03-28 10:31:17+00:00,2024-03-26 12:14:00+00:00,,,16.489999771118164
137838,95102,76099,15711,Shipped,2024-04-06 00:22:26+00:00,2024-04-06 07:58:00+00:00,,,16.489999771118164
3410,2328,1785,10793,Cancelled,2022-03-07 07:26:24+00:00,,,,16.5
11139,7643,6005,25301,Cancelled,2023-02-28 23:40:56+00:00,,,,16.5
24230,16717,13333,15418,Cancelled,2024-04-27 08:09:15+00:00,,,,16.5
24800,17128,13647,895,Cancelled,2020-05-13 04:20:32+00:00,,,,16.5
33149,22917,18260,25301,Cancelled,2023-12-27 03:26:18+00:00,,,,16.5
34292,23694,18928,26170,Cancelled,2024-04-06 03:38:23+00:00,,,,16.5
46956,32427,25912,9034,Cancelled,2021-10-19 14:59:06+00:00,,,,16.5
49963,34481,27575,6971,Cancelled,2023-02-02 07:40:07+00:00,,,,16.5
51487,35546,28421,10846,Cancelled,2023-11-28 08:54:40+00:00,,,,16.5
53857,37150,29711,10793,Cancelled,2024-05-05 00:04:02.047158+00:00,,,,16.5
55708,38432,30745,11366,Cancelled,2020-02-03 13:01:28+00:00,,,,16.5
75730,52141,41612,6971,Cancelled,2024-03-23 14:14:45+00:00,,,,16.5
76638,52758,42111,10793,Cancelled,2022-08-30 04:12:20+00:00,,,,16.5
81733,56294,44898,11803,Cancelled,2022-10-03 22:01:21+00:00,,,,16.5
97507,67150,53565,15852,Cancelled,2024-03-11 11:43:13+00:00,,,,16.5
103153,71068,56722,26199,Cancelled,2022-07-20 09:17:58+00:00,,,,16.5
122322,84329,67422,10846,Cancelled,2023-12-26 10:53:03+00:00,,,,16.5
139787,96433,77205,6971,Cancelled,2020-03-15 12:25:20+00:00,,,,16.5
140114,96653,77371,10793,Cancelled,2024-05-07 05:34:22.404425+00:00,,,,16.5
143160,98779,79115,24605,Cancelled,2024-03-20 16:59:40+00:00,,,,16.5
171509,118290,94676,6971,Cancelled,2022-08-08 17:20:12+00:00,,,,16.5
3902,2660,2041,28766,Complete,2023-04-17 10:38:22+00:00,2023-04-19 17:13:00+00:00,2023-04-22 13:30:00+00:00,,16.5
7861,5378,4170,895,Complete,2024-03-10 04:36:49+00:00,2024-03-12 11:33:00+00:00,2024-03-13 17:30:00+00:00,,16.5
11663,8018,6309,5823,Complete,2024-03-08 00:41:22+00:00,2024-03-07 09:22:00+00:00,2024-03-08 03:36:00+00:00,,16.5
11835,8155,6405,10793,Complete,2024-04-20 03:26:25+00:00,2024-04-22 08:53:00+00:00,2024-04-26 00:08:00+00:00,,16.5
14891,10264,8112,9351,Complete,2021-02-08 16:26:21+00:00,2021-02-09 11:17:00+00:00,2021-02-10 23:25:00+00:00,,16.5
15312,10564,8349,28766,Complete,2021-04-28 00:01:24+00:00,2021-04-27 02:20:00+00:00,2021-04-28 04:13:00+00:00,,16.5
24301,16768,13376,15418,Complete,2022-04-12 08:15:44+00:00,2022-04-12 04:41:00+00:00,2022-04-16 12:07:00+00:00,,16.5
24933,17218,13720,10793,Complete,2023-10-26 13:08:17+00:00,2023-10-28 18:48:00+00:00,2023-10-31 19:25:00+00:00,,16.5
31789,21988,17505,24605,Complete,2020-06-17 12:00:35+00:00,2020-06-18 10:06:00+00:00,2020-06-19 01:17:00+00:00,,16.5
42444,29322,23457,11803,Complete,2022-11-12 00:19:31+00:00,2022-11-12 04:15:00+00:00,2022-11-13 22:09:00+00:00,,16.5
45238,31251,24962,8900,Complete,2021-12-01 01:15:11+00:00,2021-11-30 03:40:00+00:00,2021-12-05 01:15:00+00:00,,16.5
45568,31473,25143,5823,Complete,2023-11-12 05:26:29+00:00,2023-11-14 05:50:00+00:00,2023-11-14 18:57:00+00:00,,16.5
51869,35802,28639,26170,Complete,2024-05-07 10:37:50+00:00,2024-05-09 05:55:00+00:00,2024-05-11 12:00:00+00:00,,16.5
52772,36411,29119,6382,Complete,2024-05-01 17:47:34+00:00,2024-05-04 02:39:00+00:00,2024-05-07 20:42:00+00:00,,16.5
61506,42442,33931,28766,Complete,2022-11-01 05:31:38+00:00,2022-10-31 04:43:00+00:00,2022-11-05 02:55:00+00:00,,16.5
62166,42890,34292,10793,Complete,2022-03-25 16:40:36+00:00,2022-03-23 15:44:00+00:00,2022-03-26 23:41:00+00:00,,16.5
63145,43574,34834,6710,Complete,2024-04-29 03:29:51+00:00,2024-04-29 20:07:00+00:00,2024-05-02 17:53:00+00:00,,16.5
64713,44671,35708,10793,Complete,2024-01-31 14:37:58+00:00,2024-02-02 12:54:00+00:00,2024-02-06 04:49:00+00:00,,16.5
66559,45934,36662,11803,Complete,2023-01-16 05:55:14+00:00,2023-01-16 16:29:00+00:00,2023-01-20 03:07:00+00:00,,16.5
66705,46031,36734,26170,Complete,2023-08-22 02:13:14+00:00,2023-08-23 14:05:00+00:00,2023-08-25 03:29:00+00:00,,16.5
69010,47603,37998,22418,Complete,2021-11-10 07:05:43+00:00,2021-11-10 03:12:00+00:00,2021-11-13 01:36:00+00:00,,16.5
86207,59368,47312,12666,Complete,2023-09-13 06:03:32+00:00,2023-09-16 06:34:00+00:00,2023-09-18 15:43:00+00:00,,16.5
87291,60099,47907,15418,Complete,2022-09-03 07:19:41+00:00,2022-09-04 00:34:00+00:00,2022-09-04 01:33:00+00:00,,16.5
91473,63000,50248,25301,Complete,2023-10-30 08:50:56+00:00,2023-10-27 20:50:00+00:00,2023-10-30 14:14:00+00:00,,16.5
91586,63078,50309,12666,Complete,2023-01-13 08:58:36+00:00,2023-01-16 07:23:00+00:00,2023-01-16 09:05:00+00:00,,16.5
103724,71451,57036,26170,Complete,2022-01-11 14:07:05+00:00,2022-01-11 20:40:00+00:00,2022-01-13 23:45:00+00:00,,16.5
108571,74796,59802,26170,Complete,2023-08-11 10:22:08+00:00,2023-08-13 04:41:00+00:00,2023-08-16 03:46:00+00:00,,16.5
119810,82557,66007,6710,Complete,2022-11-19 15:10:13+00:00,2022-11-21 18:26:00+00:00,2022-11-23 06:47:00+00:00,,16.5
120125,82778,66192,10793,Complete,2023-05-23 04:49:52+00:00,2023-05-25 23:24:00+00:00,2023-05-30 09:14:00+00:00,,16.5
124269,85668,68458,8900,Complete,2023-12-15 00:06:16+00:00,2023-12-16 19:56:00+00:00,2023-12-19 20:09:00+00:00,,16.5
125610,86579,69211,8900,Complete,2024-02-21 11:15:39+00:00,2024-02-19 21:02:00+00:00,2024-02-22 04:09:00+00:00,,16.5
127560,87930,70337,6382,Complete,2024-04-27 06:21:23+00:00,2024-04-28 06:10:00+00:00,2024-05-01 11:41:00+00:00,,16.5
128657,88680,70947,6382,Complete,2023-08-30 16:23:42+00:00,2023-08-27 09:20:00+00:00,2023-08-27 13:02:00+00:00,,16.5
129685,89370,71503,26199,Complete,2020-03-19 05:40:22+00:00,2020-03-21 02:43:00+00:00,2020-03-22 06:41:00+00:00,,16.5
139877,96498,77257,11366,Complete,2021-07-20 06:29:37+00:00,2021-07-21 09:13:00+00:00,2021-07-24 09:50:00+00:00,,16.5
145648,100519,80540,22418,Complete,2021-02-27 06:46:34+00:00,2021-02-26 09:54:00+00:00,2021-03-03 05:58:00+00:00,,16.5
149296,103012,82492,28766,Complete,2023-03-05 05:15:46+00:00,2023-03-04 19:26:00+00:00,2023-03-08 20:57:00+00:00,,16.5
156335,107856,86304,895,Complete,2023-11-28 11:17:51+00:00,2023-11-29 20:22:00+00:00,2023-12-02 04:26:00+00:00,,16.5
166947,115151,92213,28766,Complete,2021-04-06 17:17:51+00:00,2021-04-08 12:33:00+00:00,2021-04-11 12:37:00+00:00,,16.5
169089,116644,93418,9034,Complete,2022-03-28 22:44:58+00:00,2022-03-29 15:05:00+00:00,2022-04-01 06:44:00+00:00,,16.5
172700,119114,95390,11366,Complete,2022-11-03 04:30:51+00:00,2022-10-30 12:15:00+00:00,2022-11-01 07:12:00+00:00,,16.5
175311,120956,96866,26199,Complete,2022-12-29 02:20:07+00:00,2022-12-31 13:15:00+00:00,2023-01-02 22:04:00+00:00,,16.5
19437,13409,10622,6971,Processing,2023-03-19 13:42:06+00:00,,,,16.5
21172,14598,11617,12666,Processing,2021-12-18 13:02:26+00:00,,,,16.5
24474,16894,13480,24605,Processing,2023-11-17 03:28:18+00:00,,,,16.5
29857,20621,16432,5823,Processing,2023-10-30 12:40:30+00:00,,,,16.5
33243,22982,18318,6971,Processing,2023-09-30 12:32:28+00:00,,,,16.5
36496,25209,20174,6382,Processing,2022-09-03 02:00:41+00:00,,,,16.5
44971,31064,24807,10793,Processing,2024-04-15 07:26:51+00:00,,,,16.5
51252,35374,28284,26199,Processing,2022-10-30 08:57:20+00:00,,,,16.5
57783,39827,31850,26170,Processing,2023-06-11 15:39:28+00:00,,,,16.5
59126,40764,32604,5823,Processing,2023-06-26 08:03:04+00:00,,,,16.5
64847,44762,35780,10793,Processing,2024-04-25 11:49:59+00:00,,,,16.5
86398,59486,47420,28766,Processing,2021-09-18 08:42:05+00:00,,,,16.5
92684,63836,50880,26199,Processing,2024-02-28 03:22:39+00:00,,,,16.5
94947,65407,52148,6382,Processing,2023-01-09 09:08:51+00:00,,,,16.5
95180,65571,52287,5823,Processing,2024-01-11 23:36:53+00:00,,,,16.5
112539,77566,62039,6971,Processing,2024-01-09 18:33:29+00:00,,,,16.5
112957,77853,62265,895,Processing,2023-09-05 13:50:02+00:00,,,,16.5
124544,85852,68606,25301,Processing,2020-05-31 09:44:15+00:00,,,,16.5
131714,90787,72654,26199,Processing,2024-04-29 23:15:37+00:00,,,,16.5
163524,112801,90325,28766,Processing,2021-05-18 12:49:38+00:00,,,,16.5
12858,8860,6975,28766,Returned,2020-10-14 05:01:27+00:00,2020-10-15 12:41:00+00:00,2020-10-20 12:26:00+00:00,2020-10-20 12:42:00+00:00,16.5
18561,12829,10175,24605,Returned,2024-02-04 21:56:23+00:00,2024-02-06 19:41:00+00:00,2024-02-10 07:40:00+00:00,2024-02-10 13:09:00+00:00,16.5
22630,15597,12425,5823,Returned,2023-10-10 17:09:39+00:00,2023-10-12 08:28:00+00:00,2023-10-12 08:36:00+00:00,2023-10-13 04:28:00+00:00,16.5
34257,23671,18904,6971,Returned,2024-04-13 12:59:22+00:00,2024-04-16 04:25:00+00:00,2024-04-18 18:08:00+00:00,2024-04-20 03:45:00+00:00,16.5
34749,23996,19184,24605,Returned,2023-06-06 01:25:26+00:00,2023-06-08 20:03:00+00:00,2023-06-11 13:30:00+00:00,2023-06-11 13:55:00+00:00,16.5
40771,28157,22532,28766,Returned,2021-06-15 16:24:32+00:00,2021-06-18 08:20:00+00:00,2021-06-21 22:30:00+00:00,2021-06-24 13:00:00+00:00,16.5
45966,31746,25347,10846,Returned,2021-06-19 02:40:20+00:00,2021-06-18 11:03:00+00:00,2021-06-18 11:27:00+00:00,2021-06-20 23:17:00+00:00,16.5
46169,31884,25466,10793,Returned,2021-12-22 02:59:43+00:00,2021-12-24 09:03:00+00:00,2021-12-26 14:35:00+00:00,2021-12-28 12:42:00+00:00,16.5
66116,45637,36448,9351,Returned,2022-02-26 07:18:06+00:00,2022-02-25 11:37:00+00:00,2022-02-27 08:02:00+00:00,2022-02-28 23:04:00+00:00,16.5
67219,46405,37031,15418,Returned,2023-12-26 05:28:27+00:00,2023-12-28 09:01:00+00:00,2023-12-28 22:54:00+00:00,2023-12-31 05:58:00+00:00,16.5
79679,54863,43811,6971,Returned,2024-02-11 03:11:25+00:00,2024-02-11 16:07:00+00:00,2024-02-14 04:04:00+00:00,2024-02-14 04:16:00+00:00,16.5
97365,67076,53517,6710,Returned,2024-02-02 07:24:15+00:00,2024-01-30 13:09:00+00:00,2024-02-01 04:35:00+00:00,2024-02-03 20:49:00+00:00,16.5
101823,70137,55947,25301,Returned,2023-02-05 22:20:12+00:00,2023-02-07 17:15:00+00:00,2023-02-11 08:30:00+00:00,2023-02-11 09:03:00+00:00,16.5
159061,109701,87812,24605,Returned,2024-02-07 07:25:07+00:00,2024-02-05 21:38:00+00:00,2024-02-05 23:11:00+00:00,2024-02-06 15:07:00+00:00,16.5
169139,116679,93447,5823,Returned,2024-04-02 23:28:50+00:00,2024-04-03 02:46:00+00:00,2024-04-07 13:13:00+00:00,2024-04-08 14:38:00+00:00,16.5
1123,776,577,26170,Shipped,2023-07-17 00:49:20+00:00,2023-07-18 17:27:00+00:00,,,16.5
1642,1135,870,8900,Shipped,2022-12-27 20:47:20+00:00,2022-12-28 06:39:00+00:00,,,16.5
1797,1248,952,10846,Shipped,2024-05-07 11:30:44.144412+00:00,2024-05-07 08:06:52.144412+00:00,,,16.5
7963,5445,4216,9351,Shipped,2023-08-29 04:45:59+00:00,2023-08-29 05:56:00+00:00,,,16.5
14211,9809,7747,9351,Shipped,2024-05-04 01:12:28+00:00,2024-05-05 23:49:00+00:00,,,16.5
39483,27258,21812,8900,Shipped,2022-12-01 10:28:26+00:00,2022-12-04 00:08:00+00:00,,,16.5
49266,33976,27156,15418,Shipped,2021-03-30 07:59:19+00:00,2021-03-28 02:44:00+00:00,,,16.5
53071,36614,29293,10793,Shipped,2024-01-31 11:08:49+00:00,2024-02-02 18:54:00+00:00,,,16.5
55022,37955,30370,11366,Shipped,2022-10-06 03:42:32+00:00,2022-10-04 16:25:00+00:00,,,16.5
56286,38807,31060,26199,Shipped,2020-12-25 06:33:23+00:00,2020-12-22 16:16:00+00:00,,,16.5
56560,39012,31229,8900,Shipped,2022-07-15 12:24:34+00:00,2022-07-17 18:10:00+00:00,,,16.5
58016,39993,31974,26170,Shipped,2021-08-23 09:12:19+00:00,2021-08-24 20:47:00+00:00,,,16.5
62914,43414,34703,8900,Shipped,2023-04-01 06:16:05+00:00,2023-04-01 12:34:00+00:00,,,16.5
71316,49161,39263,10793,Shipped,2022-11-15 20:35:24+00:00,2022-11-16 15:07:00+00:00,,,16.5
74163,51078,40774,24605,Shipped,2024-02-19 01:17:10+00:00,2024-02-18 08:43:00+00:00,,,16.5
74644,51407,41023,26170,Shipped,2021-03-23 10:54:41+00:00,2021-03-24 06:12:00+00:00,,,16.5
78625,54123,43214,12666,Shipped,2020-03-23 10:35:53+00:00,2020-03-24 17:18:00+00:00,,,16.5
87579,60303,48070,6710,Shipped,2021-04-21 07:45:51+00:00,2021-04-22 20:47:00+00:00,,,16.5
88691,61080,48705,28766,Shipped,2023-02-21 04:38:09+00:00,2023-02-21 09:52:00+00:00,,,16.5
96796,66677,53192,6971,Shipped,2023-02-25 05:03:40+00:00,2023-02-27 01:52:00+00:00,,,16.5
100538,69262,55243,28766,Shipped,2022-03-24 03:22:57+00:00,2022-03-26 20:34:00+00:00,,,16.5
118100,81388,65089,15418,Shipped,2024-04-06 04:35:36+00:00,2024-04-06 07:23:00+00:00,,,16.5
119130,82095,65627,6710,Shipped,2022-05-10 10:53:18+00:00,2022-05-08 05:36:00+00:00,,,16.5
120484,83033,66399,28766,Shipped,2022-07-10 13:37:44+00:00,2022-07-11 19:44:00+00:00,,,16.5
126151,86966,69523,28766,Shipped,2024-02-16 04:36:23+00:00,2024-02-16 19:35:00+00:00,,,16.5
130143,89686,71733,10846,Shipped,2023-09-12 09:29:16+00:00,2023-09-13 03:25:00+00:00,,,16.5
138065,95262,76230,9034,Shipped,2023-01-19 05:51:13+00:00,2023-01-16 18:24:00+00:00,,,16.5
141163,97396,77987,25301,Shipped,2023-11-08 04:35:28+00:00,2023-11-09 21:17:00+00:00,,,16.5
146544,101124,81036,12666,Shipped,2023-05-26 17:44:23+00:00,2023-05-29 16:24:00+00:00,,,16.5
154473,106586,85323,11366,Shipped,2022-11-25 11:45:33+00:00,2022-11-24 10:05:00+00:00,,,16.5
156655,108060,86463,26199,Shipped,2024-04-30 11:17:54+00:00,2024-04-27 04:36:00+00:00,,,16.5
159475,109982,88038,6971,Shipped,2022-05-13 23:47:37+00:00,2022-05-15 01:27:00+00:00,,,16.5
165372,114054,91328,24605,Shipped,2024-04-14 09:43:18+00:00,2024-04-13 23:42:00+00:00,,,16.5
169145,116681,93448,15852,Shipped,2023-11-22 02:35:09+00:00,2023-11-21 06:34:00+00:00,,,16.5
172132,118724,95067,10846,Shipped,2023-06-18 00:03:55+00:00,2023-06-19 17:20:00+00:00,,,16.5
174247,120205,96232,11366,Shipped,2023-01-11 11:34:54+00:00,2023-01-12 23:30:00+00:00,,,16.5
178366,123087,98621,15852,Shipped,2022-11-27 14:49:25+00:00,2022-11-24 01:18:00+00:00,,,16.5
180651,124669,99872,26170,Shipped,2022-11-12 15:08:35+00:00,2022-11-11 18:04:00+00:00,,,16.5
238,173,137,22625,Cancelled,2022-10-07 14:04:11+00:00,,,,16.520000457763672
30488,21072,16791,22625,Complete,2023-08-29 06:43:41+00:00,2023-08-30 13:44:00+00:00,2023-08-31 17:27:00+00:00,,16.520000457763672
37003,25553,20465,22625,Complete,2024-05-09 08:14:37+00:00,2024-05-07 15:26:00+00:00,2024-05-11 15:19:00+00:00,,16.520000457763672
72534,49972,39895,22625,Complete,2024-02-12 04:11:02+00:00,2024-02-13 01:05:00+00:00,2024-02-17 00:43:00+00:00,,16.520000457763672
74370,51220,40880,22625,Complete,2021-08-09 15:36:23+00:00,2021-08-10 07:45:00+00:00,2021-08-10 17:33:00+00:00,,16.520000457763672
74084,51027,40740,22625,Returned,2021-06-29 17:50:51+00:00,2021-07-01 17:25:00+00:00,2021-07-02 04:14:00+00:00,2021-07-03 02:13:00+00:00,16.520000457763672
90091,62033,49483,22625,Shipped,2021-04-20 00:17:32+00:00,2021-04-18 08:22:00+00:00,,,16.520000457763672
162891,112363,89957,2332,Cancelled,2022-11-30 13:30:45+00:00,,,,16.530000686645508
18297,12629,10015,2332,Complete,2024-04-01 00:45:42+00:00,2024-04-03 03:32:00+00:00,2024-04-07 10:35:00+00:00,,16.530000686645508
56800,39167,31348,2332,Complete,2024-01-05 17:28:53+00:00,2024-01-06 04:03:00+00:00,2024-01-09 00:14:00+00:00,,16.530000686645508
120220,82845,66238,2332,Complete,2022-06-30 14:27:26+00:00,2022-07-03 14:32:00+00:00,2022-07-07 05:23:00+00:00,,16.530000686645508
10065,6886,5375,2332,Returned,2024-02-18 07:00:52+00:00,2024-02-19 03:09:00+00:00,2024-02-21 15:58:00+00:00,2024-02-24 10:13:00+00:00,16.530000686645508
145126,100160,80251,2332,Shipped,2023-07-14 23:03:40+00:00,2023-07-13 00:39:00+00:00,,,16.530000686645508
14986,10333,8169,18964,Complete,2023-07-09 09:25:20+00:00,2023-07-10 03:19:00+00:00,2023-07-11 23:35:00+00:00,,16.56999969482422
148873,102723,82279,18964,Complete,2023-10-05 23:28:34+00:00,2023-10-08 00:35:00+00:00,2023-10-10 07:41:00+00:00,,16.56999969482422
56373,38868,31112,18964,Processing,2021-08-22 03:00:48+00:00,,,,16.56999969482422
131828,90872,72733,18964,Processing,2023-04-01 03:40:59+00:00,,,,16.56999969482422
163778,112968,90462,18964,Processing,2022-06-18 16:46:16+00:00,,,,16.56999969482422
14057,9697,7661,21505,Cancelled,2023-04-26 12:33:59+00:00,,,,16.579999923706055
16443,11341,8954,10598,Cancelled,2023-09-04 00:29:51+00:00,,,,16.579999923706055
19188,13245,10489,21505,Cancelled,2023-12-24 12:02:39+00:00,,,,16.579999923706055
133708,92195,73792,10598,Cancelled,2023-11-12 14:46:22+00:00,,,,16.579999923706055
158001,108993,87237,10598,Cancelled,2024-02-12 01:43:01+00:00,,,,16.579999923706055
784,554,414,21578,Complete,2021-03-30 12:23:04+00:00,2021-03-30 17:42:00+00:00,2021-04-01 09:52:00+00:00,,16.579999923706055
4921,3321,2542,21578,Complete,2023-11-11 11:19:10+00:00,2023-11-13 02:51:00+00:00,2023-11-14 07:11:00+00:00,,16.579999923706055
12313,8483,6660,10623,Complete,2023-11-27 12:47:37+00:00,2023-11-28 15:13:00+00:00,2023-12-01 16:59:00+00:00,,16.579999923706055
32266,22315,17772,10623,Complete,2021-12-16 04:29:37+00:00,2021-12-18 17:53:00+00:00,2021-12-20 21:56:00+00:00,,16.579999923706055
55483,38268,30629,21578,Complete,2024-04-20 15:45:16+00:00,2024-04-20 10:18:00+00:00,2024-04-25 07:41:00+00:00,,16.579999923706055
64018,44163,35297,10623,Complete,2023-01-29 16:34:40+00:00,2023-01-30 04:03:00+00:00,2023-02-02 19:38:00+00:00,,16.579999923706055
80128,55186,44051,21505,Complete,2022-06-02 03:45:39+00:00,2022-06-03 00:58:00+00:00,2022-06-07 02:51:00+00:00,,16.579999923706055
89999,61970,49429,10598,Complete,2024-04-17 04:27:31+00:00,2024-04-13 21:59:00+00:00,2024-04-16 23:53:00+00:00,,16.579999923706055
102162,70377,56136,21578,Complete,2022-11-08 14:45:07+00:00,2022-11-09 19:20:00+00:00,2022-11-14 14:53:00+00:00,,16.579999923706055
122280,84301,67403,21578,Complete,2024-02-12 06:05:38+00:00,2024-02-13 10:19:00+00:00,2024-02-13 10:43:00+00:00,,16.579999923706055
136124,93897,75119,10598,Complete,2022-10-21 10:07:12+00:00,2022-10-22 15:28:00+00:00,2022-10-22 21:44:00+00:00,,16.579999923706055
146296,100961,80898,21578,Complete,2022-12-31 00:22:08+00:00,2022-12-31 18:42:00+00:00,2023-01-01 22:40:00+00:00,,16.579999923706055
170051,117311,93924,21505,Complete,2024-03-20 02:36:55+00:00,2024-03-18 05:13:00+00:00,2024-03-23 04:40:00+00:00,,16.579999923706055
30832,21308,16984,10623,Processing,2023-01-03 10:43:34+00:00,,,,16.579999923706055
110781,76341,61058,10598,Returned,2023-12-31 06:47:50+00:00,2023-12-31 17:07:00+00:00,2024-01-02 13:10:00+00:00,2024-01-03 15:08:00+00:00,16.579999923706055
7789,5336,4135,21578,Shipped,2024-05-09 01:45:09.485375+00:00,2024-05-11 17:44:13.485375+00:00,,,16.579999923706055
38114,26319,21059,10598,Shipped,2022-08-04 14:42:54+00:00,2022-08-05 22:00:00+00:00,,,16.579999923706055
55978,38613,30899,21578,Shipped,2021-10-20 05:00:03+00:00,2021-10-18 18:20:00+00:00,,,16.579999923706055
63786,44009,35171,21505,Shipped,2022-07-05 21:58:42+00:00,2022-07-07 20:39:00+00:00,,,16.579999923706055
150609,103926,83208,21578,Shipped,2024-02-02 23:41:53+00:00,2024-02-05 05:11:00+00:00,,,16.579999923706055
158954,109637,87756,21578,Shipped,2024-04-30 10:50:46+00:00,2024-05-02 12:01:00+00:00,,,16.579999923706055
93972,64727,51605,19608,Processing,2023-07-27 07:56:13+00:00,,,,16.59000015258789
139913,96523,77277,19608,Processing,2022-10-08 23:15:12+00:00,,,,16.59000015258789
170179,117401,93992,19608,Processing,2021-09-15 12:01:30+00:00,,,,16.59000015258789
157939,108948,87199,19608,Returned,2022-10-04 23:21:32+00:00,2022-10-07 21:34:00+00:00,2022-10-08 23:11:00+00:00,2022-10-09 23:16:00+00:00,16.59000015258789
2400,1647,1293,19608,Shipped,2019-06-11 15:01:27+00:00,2019-06-12 22:24:00+00:00,,,16.59000015258789
51104,35270,28209,19608,Shipped,2024-03-27 14:33:26+00:00,2024-03-24 20:52:00+00:00,,,16.59000015258789
103517,71301,56912,19608,Shipped,2021-11-18 05:27:25+00:00,2021-11-16 09:24:00+00:00,,,16.59000015258789
151630,104618,83754,19608,Shipped,2023-02-18 14:16:28+00:00,2023-02-21 15:23:00+00:00,,,16.59000015258789
45633,31523,25185,16733,Cancelled,2022-05-30 05:51:21+00:00,,,,16.600000381469727
13235,9127,7190,16733,Complete,2024-03-31 12:46:04+00:00,2024-03-30 19:02:00+00:00,2024-04-04 04:19:00+00:00,,16.600000381469727
41309,28528,22831,16733,Complete,2021-09-05 15:41:50+00:00,2021-09-05 00:53:00+00:00,2021-09-07 08:35:00+00:00,,16.600000381469727
100961,69542,55471,16733,Complete,2024-04-10 13:47:18+00:00,2024-04-10 15:24:00+00:00,2024-04-11 00:35:00+00:00,,16.600000381469727
179794,124086,99433,16733,Complete,2021-07-21 01:26:30+00:00,2021-07-22 11:09:00+00:00,2021-07-26 14:46:00+00:00,,16.600000381469727
2467,1693,1326,16733,Processing,2024-01-08 14:23:59+00:00,,,,16.600000381469727
68195,47069,37570,9350,Shipped,2024-04-15 10:30:32+00:00,2024-04-16 05:21:00+00:00,,,16.600000381469727
128400,88505,70807,20522,Cancelled,2024-04-12 13:33:27+00:00,,,,16.610000610351562
140948,97247,77852,20522,Cancelled,2021-12-24 03:45:59+00:00,,,,16.610000610351562
131273,90495,72403,20522,Complete,2022-07-19 03:50:27+00:00,2022-07-16 21:41:00+00:00,2022-07-21 04:09:00+00:00,,16.610000610351562
9015,6163,4789,20522,Processing,2024-02-28 23:07:44+00:00,,,,16.610000610351562
27044,18697,14898,20522,Processing,2024-03-14 09:21:17+00:00,,,,16.610000610351562
109981,75783,60588,20522,Processing,2022-07-26 12:37:57+00:00,,,,16.610000610351562
49909,34438,27539,20522,Returned,2022-08-26 14:18:16+00:00,2022-08-26 16:59:00+00:00,2022-08-27 02:17:00+00:00,2022-08-27 12:56:00+00:00,16.610000610351562
78007,53686,42855,20522,Returned,2022-08-28 16:24:35+00:00,2022-08-31 03:42:00+00:00,2022-08-31 06:34:00+00:00,2022-09-02 10:16:00+00:00,16.610000610351562
167014,115195,92251,20522,Returned,2023-11-10 14:45:29+00:00,2023-11-09 12:15:00+00:00,2023-11-12 23:39:00+00:00,2023-11-15 01:31:00+00:00,16.610000610351562
68792,47461,37868,20522,Shipped,2022-06-15 04:10:44+00:00,2022-06-14 20:41:00+00:00,,,16.610000610351562
21933,15101,12044,3443,Complete,2024-05-09 01:36:12.000836+00:00,2024-05-10 00:15:34.000836+00:00,2024-05-11 17:07:34.000836+00:00,,16.6299991607666
82335,56716,45234,3443,Shipped,2023-07-09 15:23:52+00:00,2023-07-09 18:06:00+00:00,,,16.6299991607666
96836,66708,53215,3443,Shipped,2023-08-23 13:05:54+00:00,2023-08-24 10:36:00+00:00,,,16.6299991607666
45040,31112,24847,23172,Cancelled,2024-03-05 10:38:30+00:00,,,,16.65999984741211
87722,60404,48136,27137,Cancelled,2022-11-09 06:07:56+00:00,,,,16.65999984741211
119848,82580,66027,23172,Cancelled,2024-01-04 02:45:38+00:00,,,,16.65999984741211
127687,88017,70402,6980,Cancelled,2022-07-24 23:34:58+00:00,,,,16.65999984741211
7423,5083,3922,6980,Complete,2022-02-21 08:20:31+00:00,2022-02-18 21:55:00+00:00,2022-02-22 02:09:00+00:00,,16.65999984741211
12444,8576,6742,1292,Complete,2022-06-19 13:08:59+00:00,2022-06-20 22:32:00+00:00,2022-06-23 03:47:00+00:00,,16.65999984741211
36442,25175,20147,6980,Complete,2023-10-26 04:08:12+00:00,2023-10-26 23:53:00+00:00,2023-10-31 21:33:00+00:00,,16.65999984741211
75384,51907,41421,6596,Complete,2022-01-04 16:29:43+00:00,2022-01-05 04:40:00+00:00,2022-01-08 14:34:00+00:00,,16.65999984741211
88370,60859,48516,6980,Complete,2021-06-03 06:29:33+00:00,2021-06-04 20:50:00+00:00,2021-06-06 18:07:00+00:00,,16.65999984741211
104408,71888,57369,1292,Complete,2020-11-06 08:40:32+00:00,2020-11-04 19:25:00+00:00,2020-11-07 13:08:00+00:00,,16.65999984741211
