customer_id,recency,frequency,monetary,F_score,R_score,M_score,RFM_score,segment
37313,99,2,140.98999977111816,2,4,4,424,Repeat Buyers
45969,218,2,39.26000022888184,2,4,2,422,Repeat Buyers
20001,345,1,66.98999977111816,1,3,3,313,Inactive Customers
30649,1071,1,21.21999931335449,1,1,1,111,Lost
65445,718,1,146.48999786376953,1,2,4,214,Lost
21993,169,1,69.0,1,4,3,413,Inactive Customers
13337,286,1,21.989999771118164,1,3,1,311,Inactive Customers
86693,817,1,46.98999977111816,1,1,2,112,Lost
67217,808,1,115.0,1,2,4,214,Lost
93185,670,1,368.0,1,2,5,215,Inactive Customers
99019,1150,1,44.9900016784668,1,1,2,112,Lost
41249,116,1,8.0,1,4,1,411,Inactive Customers
36749,74,1,56.940001487731934,1,5,3,513,New Customers
19437,336,1,193.0,1,3,5,315,Inactive Customers
63407,434,1,17.950000762939453,1,3,1,311,Inactive Customers
54751,143,1,19.950000762939453,1,4,1,411,Inactive Customers
37439,283,1,19.989999771118164,1,3,1,311,Inactive Customers
92401,274,1,139.5,1,3,4,314,Inactive Customers
61933,702,1,25.989999771118164,1,2,1,211,Inactive Customers
51113,1267,1,36.9900016784668,1,1,2,112,Lost
75999,374,1,98.66000366210936,1,3,4,314,Inactive Customers
65179,1319,2,251.5,2,1,5,125,Repeat Buyers
59769,1120,1,11.9399995803833,1,1,1,111,Lost
53277,744,1,131.8300018310547,1,2,4,214,Lost
82428,119,1,354.0,1,4,5,415,Inactive Customers
56460,31,1,37.0,1,5,2,512,New Customers
25239,1165,1,54.98999977111816,1,1,3,113,Lost
20911,1253,1,35.0,1,1,2,112,Lost
52524,152,2,31.989999771118164,2,4,2,422,Repeat Buyers
48196,845,1,65.0,1,1,3,113,Lost
24847,59,1,426.009994506836,1,5,5,515,High-Value New
39540,356,1,59.9900016784668,1,3,3,313,Inactive Customers
30884,1636,1,15.880000114440918,1,1,1,111,Lost
22228,744,1,25.0,1,2,1,211,Lost
42159,3,1,99.7400016784668,1,5,4,514,New Customers
61180,991,1,15.0,1,1,1,111,Lost
5308,1090,1,146.2700023651123,1,1,4,114,Lost
18292,78,1,14.989999771118164,1,5,1,511,New Customers
26948,31,1,42.9900016784668,1,5,2,512,New Customers
22620,947,1,63.97999954223633,1,1,3,113,Lost
1372,6,1,125.0,1,5,4,514,New Customers
13274,134,1,59.5,1,4,3,413,Inactive Customers
23012,1100,1,198.0,1,1,5,115,Lost
14356,1427,1,75.0,1,1,3,113,Lost
27340,203,1,13.0,1,4,1,411,Inactive Customers
4618,19,1,101.89999961853027,1,5,4,514,New Customers
7237,414,1,22.440000534057617,1,3,1,311,Inactive Customers
48886,995,1,40.950000762939446,1,1,2,112,Lost
79182,22,1,44.0,1,5,2,512,New Customers
51050,206,1,69.9900016784668,1,4,3,413,Inactive Customers
83510,247,1,60.0,1,3,3,313,Inactive Customers
77018,1025,1,98.0,1,1,4,114,Lost
94330,83,1,32.08000183105469,1,4,2,412,New Customers
92166,1018,1,14.970000267028809,1,1,1,111,Lost
55378,110,1,50.59000015258789,1,4,3,413,New Customers
81346,8,1,11.119999885559082,1,5,1,511,New Customers
46722,107,1,68.94999694824219,1,4,3,413,New Customers
53606,553,1,79.94999694824217,1,2,3,213,Inactive Customers
47114,562,1,19.950000762939453,1,2,1,211,Inactive Customers
38458,1175,1,139.0,1,1,4,114,Lost
25474,610,1,110.0,1,2,4,214,Inactive Customers
40622,1269,1,29.96999931335449,1,1,2,112,Lost
98956,462,1,48.970001220703125,1,2,2,212,Inactive Customers
96792,2,2,134.22000122070312,2,5,4,524,Repeat Buyers
94628,940,1,40.79999923706056,1,1,2,112,Lost
87446,57,2,97.92000007629396,2,5,4,524,Repeat Buyers
67970,910,1,30.0,1,1,2,112,Lost
84200,30,3,89.5,3,5,4,534,Loyal Customers
73380,906,1,153.97000122070312,1,1,5,115,Lost
96102,1253,1,222.0,1,1,5,115,Lost
99348,957,1,14.720000267028809,1,1,1,111,Lost
93938,137,1,299.95001220703125,1,4,5,415,Inactive Customers
85282,81,1,144.97999954223633,1,4,4,414,High-Value New
75544,26,1,69.95000076293945,1,5,3,513,New Customers
77708,624,1,59.9900016784668,1,2,3,213,Inactive Customers
27320,751,1,29.989999771118164,1,2,2,212,Lost
38727,664,2,66.29999923706056,2,2,3,223,Repeat Buyers
42995,28,1,59.0,1,5,3,513,New Customers
71336,640,1,38.96999931335449,1,2,2,212,Inactive Customers
79826,705,1,84.98999977111816,1,2,4,214,Inactive Customers
59975,349,3,319.94000244140625,3,3,5,335,Loyal Customers
11691,114,1,70.94999694824219,1,4,3,413,Inactive Customers
96806,104,1,51.950000762939446,1,4,3,413,New Customers
76955,448,1,64.47000122070312,1,3,3,313,Inactive Customers
34505,794,1,23.989999771118164,1,2,1,211,Lost
45866,1174,1,41.9900016784668,1,1,2,112,Lost
20396,393,1,399.0,1,3,5,315,Inactive Customers
44346,570,1,341.6000061035156,1,2,5,215,Inactive Customers
33108,76,1,295.98000144958496,1,5,5,515,High-Value New
30191,31,1,55.5,1,5,3,513,New Customers
34459,3,1,29.989999771118164,1,5,2,512,New Customers
65763,146,2,83.9900016784668,2,4,4,424,Repeat Buyers
11860,141,2,38.640000343322754,2,4,2,422,Repeat Buyers
51439,93,1,298.98999977111816,1,4,5,415,High-Value New
17479,1670,1,64.95000076293945,1,1,3,113,Lost
88362,886,1,112.45000076293944,1,1,4,114,Lost
499,194,1,96.4000015258789,1,4,4,414,Inactive Customers
94104,1230,1,189.0,1,1,5,115,Lost
57058,94,1,138.8900032043457,1,4,4,414,High-Value New
28717,239,1,85.0,1,3,4,314,Inactive Customers
77124,1300,1,88.42000198364258,1,1,4,114,Lost
84263,249,2,155.97999954223633,2,3,5,325,Repeat Buyers
64366,140,1,54.950000762939446,1,4,3,413,Inactive Customers
95332,125,1,43.0,1,4,2,412,Inactive Customers
61372,24,1,114.93999862670898,1,5,4,514,New Customers
75435,206,1,29.989999771118164,1,4,2,412,Inactive Customers
66945,1231,1,14.989999771118164,1,1,1,111,Lost
72856,355,1,158.0,1,3,5,315,Inactive Customers
18999,201,1,136.98000144958496,1,4,4,414,Inactive Customers
41475,1434,1,45.0,1,1,2,112,Lost
31757,43,1,99.0,1,5,4,514,New Customers
97021,246,1,302.40999603271484,1,3,5,315,Inactive Customers
6287,784,1,49.950000762939446,1,2,3,213,Lost
99554,129,1,63.9900016784668,1,4,3,413,Inactive Customers
65717,1414,1,105.9099988937378,1,1,4,114,Lost
82912,2,1,98.0,1,5,4,514,New Customers
30114,107,1,259.9499969482422,1,4,5,415,High-Value New
53005,1032,1,25.989999771118164,1,1,1,111,Lost
75481,29,1,38.970001220703125,1,5,2,512,New Customers
98034,1209,1,6.849999904632568,1,1,1,111,Lost
44177,948,1,32.880001068115234,1,1,2,112,Lost
31588,1307,1,308.98999977111816,1,1,5,115,Lost
20227,842,1,86.0,1,1,4,114,Lost
40416,1305,1,128.0,1,1,4,114,Lost
62892,1281,1,25.0,1,1,1,111,Lost
9112,534,1,50.0,1,2,3,213,Inactive Customers
96852,631,1,68.66999816894531,1,2,3,213,Inactive Customers
16251,201,2,182.9300022125244,2,4,5,425,Repeat Buyers
95578,21,1,36.59999847412109,1,5,2,512,New Customers
56045,1062,1,182.9900016784668,1,1,5,115,Lost
98495,253,1,69.0,1,3,3,313,Inactive Customers
72610,437,1,87.58000183105469,1,3,4,314,Inactive Customers
24326,308,2,150.0,2,3,5,325,Repeat Buyers
4844,386,1,43.3100004196167,1,3,2,312,Inactive Customers
87088,125,1,92.0,1,4,4,414,Inactive Customers
12919,502,1,69.0,1,2,3,213,Inactive Customers
70108,78,1,129.98999977111816,1,5,4,514,High-Value New
78183,949,1,12.989999771118164,1,1,1,111,Lost
21409,823,1,225.98999977111816,1,1,5,115,Lost
77293,176,1,14.989999771118164,1,4,1,411,Inactive Customers
28548,193,2,140.0,2,4,4,424,Repeat Buyers
99431,34,1,24.989999771118164,1,5,1,511,New Customers
82451,230,2,334.11999797821045,2,3,5,325,Repeat Buyers
48860,470,2,84.5,2,2,4,224,Repeat Buyers
68342,169,1,37.84000015258789,1,4,2,412,Inactive Customers
93812,230,1,128.0,1,3,4,314,Inactive Customers
18707,25,1,28.0,1,5,2,512,New Customers
87134,300,1,25.0,1,3,1,311,Inactive Customers
39019,629,1,52.59000015258789,1,2,3,213,Inactive Customers
44592,367,1,39.9900016784668,1,3,2,312,Inactive Customers
11983,1566,1,333.8299980163574,1,1,5,115,Lost
48906,273,1,35.9900016784668,1,3,2,312,Inactive Customers
45574,212,1,440.9399967193604,1,4,5,415,Inactive Customers
376,1210,1,36.9900016784668,1,1,2,112,Lost
17233,523,1,162.4099998474121,1,2,5,215,Inactive Customers
99477,20,1,254.0900001525879,1,5,5,515,High-Value New
80931,96,1,19.0,1,4,1,411,New Customers
21916,319,2,151.19000244140625,2,3,5,325,Repeat Buyers
13503,747,1,36.0,1,2,2,212,Lost
83925,1883,1,30.950000762939453,1,1,2,112,Lost
35979,344,2,48.98999977111816,2,3,2,322,Repeat Buyers
69862,402,1,41.25,1,3,2,312,Inactive Customers
34751,383,1,13.409999847412108,1,3,1,311,Inactive Customers
82697,360,1,189.5,1,3,5,315,Inactive Customers
46112,51,1,112.27000045776369,1,5,4,514,New Customers
36915,183,1,2.5899999141693115,1,4,1,411,Inactive Customers
91402,13,1,16.0,1,5,1,511,New Customers
25800,584,1,46.0,1,2,2,212,Inactive Customers
23144,3,1,11.4399995803833,1,5,1,511,New Customers
71090,627,1,125.0,1,2,4,214,Inactive Customers
83633,217,1,7.9099998474121085,1,4,1,411,Inactive Customers
15959,238,1,30.0,1,3,2,312,Inactive Customers
79995,66,1,3.950000047683716,1,5,1,511,New Customers
14485,7,1,255.5500030517578,1,5,5,515,High-Value New
91356,398,1,75.0,1,3,3,313,Inactive Customers
91110,232,1,155.69000244140625,1,3,5,315,Inactive Customers
3616,590,1,13.989999771118164,1,2,1,211,Inactive Customers
57273,654,1,48.97999954223633,1,2,2,212,Inactive Customers
25079,738,2,159.98999786376953,2,2,5,225,Repeat Buyers
30652,94,2,122.48999977111816,2,4,4,424,Repeat Buyers
2265,494,1,275.9899978637696,1,2,5,215,Inactive Customers
84509,316,2,433.9200038909912,2,3,5,325,Repeat Buyers
76019,863,1,20.950000762939453,1,1,1,111,Lost
9925,180,1,7.679999828338623,1,4,1,411,Inactive Customers
79457,664,1,75.96999931335449,1,2,3,213,Inactive Customers
83158,66,3,407.98999977111816,3,5,5,535,Loyal Customers
71797,676,1,10.109999656677246,1,2,1,211,Inactive Customers
90818,238,1,92.9900016784668,1,3,4,314,Inactive Customers
65133,109,1,32.88999938964844,1,4,2,412,New Customers
99308,90,2,315.3699951171875,2,4,5,425,Repeat Buyers
80287,113,1,109.5,1,4,4,414,Inactive Customers
98618,52,1,25.0,1,5,1,511,New Customers
24203,469,1,71.98999786376953,1,2,3,213,Inactive Customers
36440,67,1,25.200000762939453,1,5,1,511,New Customers
75143,113,1,46.95000076293945,1,4,2,412,Inactive Customers
87380,1004,1,62.98999977111816,1,1,3,113,Lost
93045,722,1,36.27999877929688,1,2,2,212,Lost
47678,960,1,79.0,1,1,3,113,Lost
25385,289,1,53.98000144958496,1,3,3,313,Inactive Customers
49152,103,1,45.04000186920166,1,4,2,412,New Customers
37791,254,1,8.100000381469727,1,3,1,311,Inactive Customers
8528,429,1,200.0,1,3,5,315,Inactive Customers
56812,79,1,19.989999771118164,1,5,1,511,New Customers
34090,668,1,259.0,1,2,5,215,Inactive Customers
75020,438,1,26.989999771118164,1,3,1,311,Inactive Customers
27904,190,1,414.95000076293945,1,4,5,415,Inactive Customers
50718,397,1,39.5,1,3,2,312,Inactive Customers
61787,10,1,107.0,1,5,4,514,New Customers
73271,348,1,30.0,1,3,2,312,Inactive Customers
89421,1754,1,228.13000297546387,1,1,5,115,Lost
32647,39,2,416.4799995422363,2,5,5,525,Repeat Buyers
21163,928,1,21.950000762939453,1,1,1,111,Lost
19812,9,1,66.94999694824219,1,5,3,513,New Customers
51731,77,1,26.0,1,5,1,511,New Customers
29470,456,1,90.0,1,2,4,214,Inactive Customers
85199,58,1,42.9900016784668,1,5,2,512,New Customers
88070,514,1,223.0,1,2,5,215,Inactive Customers
96560,27,2,89.5,2,5,4,524,Repeat Buyers
20765,261,1,12.0,1,3,1,311,Inactive Customers
79242,401,1,29.89999961853028,1,3,2,312,Inactive Customers
75312,450,1,311.37000274658203,1,3,5,315,Inactive Customers
19122,72,1,9.989999771118164,1,5,1,511,New Customers
30775,154,1,27.989999771118164,1,4,2,412,Inactive Customers
39188,4,1,11.899999618530272,1,5,1,511,New Customers
21286,140,1,320.0,1,4,5,415,Inactive Customers
95870,75,1,99.94999694824216,1,5,4,514,New Customers
42013,80,1,324.8999938964844,1,5,5,515,High-Value New
31342,472,1,63.950000762939446,1,2,3,213,Inactive Customers
63261,176,2,108.83999824523926,2,4,4,424,Repeat Buyers
52023,8,3,198.3400001525879,3,5,5,535,Loyal Customers
74622,803,1,39.9900016784668,1,2,2,212,Lost
40539,4,1,59.36000061035156,1,5,3,513,New Customers
17940,264,1,4.880000114440918,1,3,1,311,Inactive Customers
32816,906,1,30.0,1,1,2,112,Lost
58286,542,1,176.8800048828125,1,2,5,215,Inactive Customers
10678,23,1,85.5,1,5,4,514,New Customers
19583,783,1,7.0,1,2,1,211,Lost
29009,1120,1,139.9499969482422,1,1,4,114,Lost
14900,710,2,153.15999603271484,2,2,5,225,Repeat Buyers
73961,12,2,314.0,2,5,5,525,Repeat Buyers
56520,174,1,83.68000030517578,1,4,4,414,Inactive Customers
97144,449,1,64.94999694824219,1,3,3,313,Inactive Customers
207,714,1,196.72999954223636,1,2,5,215,Lost
66301,731,1,54.9900016784668,1,2,3,213,Lost
75896,137,1,42.9900016784668,1,4,2,412,Inactive Customers
87549,357,1,109.0,1,3,4,314,Inactive Customers
1973,8,1,194.5900001525879,1,5,5,515,High-Value New
63490,64,1,132.66000366210938,1,5,4,514,High-Value New
28027,465,1,226.6599998474121,1,2,5,215,Inactive Customers
5305,301,1,5.489999771118164,1,3,1,311,Inactive Customers
88239,759,1,36.880001068115234,1,2,2,212,Lost
30881,739,1,48.14000129699707,1,2,2,212,Lost
54648,1394,1,118.0,1,1,4,114,Lost
62308,922,1,45.9900016784668,1,1,2,112,Lost
14024,414,1,5.949999809265137,1,3,1,311,Inactive Customers
2663,356,1,59.5,1,3,3,313,Inactive Customers
99600,50,1,190.0,1,5,5,515,High-Value New
68173,523,1,65.25000095367432,1,2,3,213,Inactive Customers
42242,1173,1,24.989999771118164,1,1,1,111,Lost
23221,875,1,96.0,1,1,4,114,Lost
22331,155,1,122.0,1,4,4,414,Inactive Customers
67283,36,1,32.630001068115234,1,5,2,512,New Customers
49965,896,1,199.0,1,1,5,115,Lost
90589,110,1,165.98999977111816,1,4,5,415,High-Value New
33400,75,2,206.96000003814697,2,5,5,525,Repeat Buyers
80516,1245,1,28.0,1,1,2,112,Lost
52129,1163,1,69.0,1,1,3,113,Lost
94917,118,1,37.0,1,4,2,412,Inactive Customers
84738,597,1,122.97999954223631,1,2,4,214,Inactive Customers
47907,615,3,333.7299995422363,3,2,5,235,Loyal Customers
57104,68,1,189.0,1,5,5,515,High-Value New
90695,93,2,116.24999809265135,2,4,4,424,Repeat Buyers
12152,136,1,49.9900016784668,1,4,3,413,Inactive Customers
13626,1389,1,39.9900016784668,1,1,2,112,Lost
78644,708,1,28.0,1,2,2,212,Lost
33692,329,1,8.0,1,3,1,311,Inactive Customers
72395,121,1,23.979999780654907,1,4,1,411,Inactive Customers
49673,144,1,31.950000762939453,1,4,2,412,Inactive Customers
6885,132,1,81.45000076293945,1,4,3,413,Inactive Customers
47509,660,1,24.989999771118164,1,2,1,211,Inactive Customers
82282,1855,1,25.0,1,1,1,111,Lost
25969,500,1,49.9900016784668,1,2,3,213,Inactive Customers
93643,41,2,89.94999694824219,2,5,4,524,Repeat Buyers
37330,277,2,412.4800033569336,2,3,5,325,Repeat Buyers
14087,103,1,102.98999977111816,1,4,4,414,New Customers
17004,584,1,7.949999809265136,1,2,1,211,Inactive Customers
20917,75,2,174.98000144958496,2,5,5,525,Repeat Buyers
71857,1210,1,49.950000762939446,1,1,3,113,Lost
99248,138,1,19.989999771118164,1,4,1,411,Inactive Customers
84924,304,1,19.950000762939453,1,3,1,311,Inactive Customers
74774,856,1,7.5,1,1,1,111,Lost
43470,1250,1,35.959999084472656,1,1,2,112,Lost
9865,325,1,337.57000732421875,1,3,5,315,Inactive Customers
1375,150,2,61.30000114440918,2,4,3,423,Repeat Buyers
92109,36,1,168.0,1,5,5,515,High-Value New
35335,648,2,511.98999786376953,2,2,5,225,Repeat Buyers
22222,57,1,119.0,1,5,4,514,New Customers
46696,81,1,30.0,1,4,2,412,New Customers
78000,497,1,109.0,1,2,4,214,Inactive Customers
86135,257,2,79.25,2,3,3,323,Repeat Buyers
16789,1066,1,49.9900016784668,1,1,3,113,Lost
2895,725,1,39.5,1,2,2,212,Lost
85966,108,1,214.9299964904785,1,4,5,415,High-Value New
69155,123,1,142.89999389648438,1,4,4,414,Inactive Customers
19706,27,1,31.989999771118164,1,5,2,512,New Customers
2726,1,1,58.0,1,5,3,513,New Customers
86444,36,1,39.950000762939446,1,5,2,512,New Customers
36500,15,1,37.9900016784668,1,5,2,512,New Customers
13778,408,1,169.0,1,3,5,315,Inactive Customers
32418,1408,1,69.0,1,1,3,113,Lost
9819,113,1,192.01000167801976,1,4,5,415,Inactive Customers
39726,165,1,25.5,1,4,1,411,Inactive Customers
28319,19,2,48.98999977111816,2,5,2,522,Repeat Buyers
36732,760,1,53.9900016784668,1,2,3,213,Lost
20748,28,1,262.4899978637696,1,5,5,515,High-Value New
8345,613,1,44.9900016784668,1,2,2,212,Inactive Customers
43639,480,1,35.489999771118164,1,2,2,212,Inactive Customers
73609,982,1,34.95000076293945,1,1,2,112,Lost
93583,311,1,68.0,1,3,3,313,Inactive Customers
34811,436,1,108.0,1,3,4,314,Inactive Customers
74914,20,2,207.56999969482425,2,5,5,525,Repeat Buyers
64887,98,1,31.0,1,4,2,412,New Customers
33798,86,1,49.9900016784668,1,4,3,413,New Customers
38083,472,1,85.12000274658203,1,2,4,214,Inactive Customers
1143,59,1,57.4099998474121,1,5,3,513,New Customers
51087,974,1,162.64999389648435,1,1,5,115,Lost
57579,660,1,58.0,1,2,3,213,Inactive Customers
73563,1285,1,185.9900054931641,1,1,5,115,Lost
32278,1043,1,89.93999671936035,1,1,4,114,Lost
34857,374,1,24.0,1,3,1,311,Inactive Customers
28365,1078,1,159.25,1,1,5,115,Lost
5474,222,1,21.5,1,4,1,411,Inactive Customers
86304,164,1,16.5,1,4,1,411,Inactive Customers
88714,183,1,36.119998931884766,1,4,2,412,Inactive Customers
87655,693,1,268.20001220703125,1,2,5,215,Inactive Customers
56105,198,1,65.9900016784668,1,4,3,413,Inactive Customers
18309,590,2,118.47999954223631,2,2,4,224,Repeat Buyers
40785,101,1,65.77000045776367,1,4,3,413,New Customers
2202,799,1,19.989999771118164,1,2,1,211,Lost
15421,484,1,217.9900054931641,1,2,5,215,Inactive Customers
8591,9,1,39.450000762939446,1,5,2,512,New Customers
48966,1566,1,82.28999900817873,1,1,4,114,Lost
68282,58,1,13.649999618530272,1,5,1,511,New Customers
43808,1416,1,38.0,1,1,2,112,Lost
37559,6,1,30.0,1,5,2,512,New Customers
18232,415,1,89.0,1,3,4,314,Inactive Customers
94642,87,3,555.0,3,4,5,435,Loyal Customers
16357,341,1,59.0,1,3,3,313,Inactive Customers
31050,141,1,184.5299997329712,1,4,5,415,Inactive Customers
32341,709,1,20.020000457763672,1,2,1,211,Lost
94794,205,1,158.3000030517578,1,4,5,415,Inactive Customers
63659,748,1,315.57999992370605,1,2,5,215,Lost
79643,43,1,81.47999954223633,1,5,3,513,New Customers
60327,31,1,42.0,1,5,2,512,New Customers
53589,978,1,9.949999809265137,1,1,1,111,Lost
57917,306,1,65.0,1,3,3,313,Inactive Customers
37605,29,1,168.58999824523926,1,5,5,515,High-Value New
74837,1838,1,34.0,1,1,2,112,Lost
16311,742,1,78.0,1,2,3,213,Lost
70214,571,1,85.79000091552734,1,2,4,214,Inactive Customers
26676,251,1,43.0,1,3,2,312,Inactive Customers
79165,189,1,49.950000762939446,1,4,3,413,Inactive Customers
3954,238,1,71.69999694824219,1,3,3,313,Inactive Customers
90526,230,1,65.0,1,3,3,313,Inactive Customers
10692,529,1,29.0,1,2,2,212,Inactive Customers
92000,236,2,282.44999980926514,2,3,5,325,Repeat Buyers
71688,1336,1,25.0,1,1,1,111,Lost
26244,244,1,67.98999977111816,1,3,3,313,Inactive Customers
67698,601,1,41.9900016784668,1,2,2,212,Inactive Customers
51714,502,1,75.55000019073486,1,2,3,213,Inactive Customers
65534,28,2,136.98999977111816,2,5,4,524,Repeat Buyers
99079,411,1,14.399999618530272,1,3,1,311,Inactive Customers
13841,306,1,35.0,1,3,2,312,Inactive Customers
17831,748,1,22.989999771118164,1,2,1,211,Lost
38143,46,1,39.950000762939446,1,5,2,512,New Customers
18169,151,1,34.95000076293945,1,4,2,412,Inactive Customers
32587,623,1,20.89999961853028,1,2,1,211,Inactive Customers
39417,169,2,311.4799976348877,2,4,5,425,Repeat Buyers
50440,176,2,133.56999969482422,2,4,4,424,Repeat Buyers
28302,271,2,108.94000244140624,2,3,4,324,Repeat Buyers
35089,154,1,39.9900016784668,1,4,2,412,Inactive Customers
2832,592,1,143.56999969482422,1,2,4,214,Inactive Customers
30466,721,1,19.989999771118164,1,2,1,211,Lost
43948,505,1,124.97999954223631,1,2,4,214,Inactive Customers
44286,199,1,23.86000061035156,1,4,1,411,Inactive Customers
4996,488,1,10.170000076293944,1,2,1,211,Inactive Customers
6470,1029,1,19.61000061035156,1,1,1,111,Lost
56583,71,1,54.5,1,5,3,513,New Customers
92046,43,1,188.9900054931641,1,5,5,515,High-Value New
85797,1347,1,106.29999923706056,1,1,4,114,Lost
45176,269,1,26.0,1,3,1,311,Inactive Customers
60665,109,2,359.9899978637696,2,4,5,425,Repeat Buyers
4060,154,1,12.600000381469728,1,4,1,411,Inactive Customers
83387,1167,1,28.950000762939453,1,1,2,112,Lost
33861,783,1,39.5,1,2,2,212,Lost
28256,396,2,74.98999977111816,2,3,3,323,Repeat Buyers
82159,1563,1,247.97999572753903,1,1,5,115,Lost
81913,626,1,124.00000095367432,1,2,4,214,Inactive Customers
30420,731,1,455.0,1,2,5,215,Lost
12567,58,1,70.0,1,5,3,513,New Customers
16895,722,1,20.0,1,2,1,211,Lost
84323,1000,1,7.0,1,1,1,111,Lost
61601,166,1,124.9900016784668,1,4,4,414,Inactive Customers
68525,450,1,347.8599967956543,1,3,5,315,Inactive Customers
82849,135,1,46.0,1,4,2,412,Inactive Customers
70446,715,1,59.97999954223633,1,2,3,213,Lost
14668,1235,1,50.0,1,1,3,113,Lost
42059,627,1,179.0,1,2,5,215,Inactive Customers
59869,84,1,88.0,1,4,4,414,New Customers
67529,1076,1,12.989999771118164,1,1,1,111,Lost
6012,1513,1,19.989999771118164,1,1,1,111,Lost
67008,591,1,70.7599983215332,1,2,3,213,Inactive Customers
74668,352,1,246.98999977111816,1,3,5,315,Inactive Customers
49198,1874,1,49.97999954223633,1,1,3,113,Lost
10234,312,1,13.489999771118164,1,3,1,311,Inactive Customers
88777,220,1,74.38999938964844,1,4,3,413,Inactive Customers
81117,106,1,110.0,1,4,4,414,New Customers
53420,11,1,38.9900016784668,1,5,2,512,New Customers
68740,842,2,97.97000122070312,2,1,4,124,Repeat Buyers
82634,146,1,45.0,1,4,2,412,Inactive Customers
7223,94,2,165.32000160217285,2,4,5,425,Repeat Buyers
89467,1509,1,29.989999771118164,1,1,2,112,Lost
58163,1404,1,47.0,1,1,2,112,Lost
73978,393,1,11.880000114440918,1,3,1,311,Inactive Customers
27781,109,1,74.0,1,4,3,413,New Customers
89298,576,1,68.0,1,2,3,213,Inactive Customers
33168,32,1,45.0,1,5,2,512,New Customers
24512,32,1,20.989999771118164,1,5,1,511,New Customers
41369,975,1,229.98999977111816,1,1,5,115,Lost
39832,285,1,11.850000381469728,1,3,1,311,Inactive Customers
79411,81,1,64.0,1,4,3,413,New Customers
9450,940,1,59.5,1,1,3,113,Lost
56689,3,1,21.989999771118164,1,5,1,511,New Customers
68050,447,1,79.9900016784668,1,3,3,313,Inactive Customers
77937,472,1,79.0,1,2,3,213,Inactive Customers
62617,151,1,33.0,1,4,2,412,Inactive Customers
71445,22,2,112.18999671936037,2,5,4,524,Repeat Buyers
3264,118,1,147.97999954223633,1,4,4,414,Inactive Customers
9756,253,1,64.0,1,3,3,313,Inactive Customers
16420,15,1,30.600000381469727,1,5,2,512,New Customers
27091,924,1,190.0,1,1,5,115,Lost
69756,552,1,82.0,1,2,4,214,Inactive Customers
92521,43,1,42.72999954223633,1,5,2,512,New Customers
54110,37,1,36.9900016784668,1,5,2,512,New Customers
85076,617,1,110.93999671936037,1,2,4,214,Inactive Customers
58395,1428,1,59.96999931335449,1,1,3,113,Lost
20642,695,1,111.5,1,2,4,214,Inactive Customers
97390,36,1,42.0,1,5,2,512,New Customers
63828,252,1,105.0,1,3,4,314,Inactive Customers
53251,62,1,42.900001525878906,1,5,2,512,New Customers
86719,65,1,48.0,1,5,2,512,New Customers
3138,125,1,79.5,1,4,3,413,Inactive Customers
30529,885,1,162.27999877929688,1,1,5,115,Lost
34442,729,2,373.98999977111816,2,2,5,225,Repeat Buyers
26029,290,1,19.989999771118164,1,3,1,311,Inactive Customers
88024,595,1,50.0,1,2,3,213,Inactive Customers
49982,122,1,25.89999961853028,1,4,1,411,Inactive Customers
74499,147,1,157.5,1,4,5,415,Inactive Customers
42580,48,1,68.0,1,5,3,513,New Customers
47277,356,1,38.0,1,3,2,312,Inactive Customers
45113,1004,1,16.0,1,1,1,111,Lost
1833,1191,1,40.47999954223633,1,1,2,112,Lost
29424,1756,1,25.0,1,1,1,111,Lost
44744,8,1,74.94000053405762,1,5,3,513,New Customers
74021,166,1,18.0,1,4,1,411,Inactive Customers
90835,298,1,29.989999771118164,1,3,2,312,Inactive Customers
73025,563,1,12.0,1,2,1,211,Inactive Customers
45634,720,1,69.94999694824219,1,2,3,213,Lost
20164,265,1,29.989999771118164,1,3,2,312,Inactive Customers
39895,88,1,16.520000457763672,1,4,1,411,New Customers
36978,142,1,69.94999694824219,1,4,3,413,Inactive Customers
12504,1481,1,199.0,1,1,5,115,Lost
84492,1189,1,75.0,1,1,3,113,Lost
15730,376,1,207.0,1,3,5,315,Inactive Customers
5365,1069,1,78.0,1,1,3,113,Lost
94273,800,1,42.0,1,2,2,212,Lost
86613,86,1,9.960000038146973,1,4,1,411,New Customers
12398,82,1,119.98999786376952,1,4,4,414,New Customers
73131,36,1,238.5,1,5,5,515,High-Value New
1037,250,1,11.989999771118164,1,3,1,311,Inactive Customers
81160,232,1,201.45000076293945,1,3,5,315,Inactive Customers
95269,257,1,36.0,1,3,2,312,Inactive Customers
89945,827,1,80.0,1,1,3,113,Lost
22285,530,1,51.0,1,2,3,213,Inactive Customers
37190,20,1,39.5,1,5,2,512,New Customers
32862,659,1,291.0,1,2,5,215,Inactive Customers
58916,1079,1,249.9900054931641,1,1,5,115,Lost
63244,29,1,49.9900016784668,1,5,3,513,New Customers
9387,12,1,43.450000762939446,1,5,2,512,New Customers
54588,372,1,138.0,1,3,4,314,Inactive Customers
76142,27,1,29.989999771118164,1,5,2,512,New Customers
59912,52,1,45.98999977111816,1,5,2,512,New Customers
79474,555,1,58.0,1,2,3,213,Inactive Customers
33340,83,1,270.4600028991699,1,4,5,415,High-Value New
51193,428,2,429.98999786376953,2,3,5,325,Repeat Buyers
