id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
153335,105808,84694,7958,413929,Returned,2023-01-21 23:55:56 UTC,2023-01-22 20:24:00 UTC,2023-01-26 01:29:00 UTC,2023-01-26 10:39:00 UTC,12.670000076293944
73368,50538,40352,7958,198108,Shipped,2023-05-16 02:15:42 UTC,2023-05-16 08:30:00 UTC,,,12.670000076293944
110169,75914,60684,7958,297482,Shipped,2024-03-15 04:04:13 UTC,2024-03-16 08:40:00 UTC,,,12.670000076293944
145519,100433,80458,7958,392736,Shipped,2024-03-28 00:41:00 UTC,2024-03-31 01:46:00 UTC,,,12.670000076293944
146470,101071,80992,7958,395327,Shipped,2022-04-15 00:24:12 UTC,2022-04-17 11:48:00 UTC,,,12.670000076293944
76161,52429,41832,9075,205675,Cancelled,2022-11-16 21:45:46 UTC,,,,12.710000038146973
112109,77284,61807,26193,302723,Cancelled,2023-05-29 12:17:52 UTC,,,,12.710000038146973
147253,101612,81399,26193,397462,Cancelled,2023-01-10 12:17:37 UTC,,,,12.710000038146973
39577,27330,21864,9075,106731,Complete,2024-04-15 07:08:21 UTC,2024-04-15 13:17:00 UTC,2024-04-20 07:05:00 UTC,,12.710000038146973
9256,6319,4912,9075,24995,Processing,2024-05-09 16:02:07.282326 UTC,,,,12.710000038146973
33404,23088,18400,9075,90151,Processing,2020-09-11 23:24:03 UTC,,,,12.710000038146973
34179,23619,18858,26193,92232,Processing,2023-11-12 05:01:50 UTC,,,,12.710000038146973
135745,93627,74903,9075,366486,Processing,2022-05-14 22:42:42 UTC,,,,12.710000038146973
150807,104060,83308,26193,407077,Processing,2021-01-14 00:38:04 UTC,,,,12.710000038146973
158519,109342,87535,26193,427904,Processing,2024-01-31 18:38:41 UTC,,,,12.710000038146973
140898,97214,77823,9075,380369,Returned,2023-09-08 07:16:01 UTC,2023-09-10 22:05:00 UTC,2023-09-14 18:01:00 UTC,2023-09-14 19:58:00 UTC,12.710000038146973
3406,2324,1781,26193,9182,Shipped,2023-12-12 05:52:14 UTC,2023-12-13 10:21:00 UTC,,,12.710000038146973
89580,61687,49183,9075,241892,Shipped,2021-06-19 11:35:36 UTC,2021-06-20 20:29:00 UTC,,,12.710000038146973
138226,95367,76321,26193,373136,Shipped,2024-03-30 00:36:43 UTC,2024-03-30 12:52:00 UTC,,,12.710000038146973
148159,102234,81880,26193,399907,Shipped,2023-09-03 12:42:40 UTC,2023-09-02 20:15:00 UTC,,,12.710000038146973
150389,103777,83089,26193,405952,Shipped,2021-01-18 00:14:27 UTC,2021-01-18 07:21:00 UTC,,,12.710000038146973
177882,122746,98348,28587,480163,Cancelled,2019-12-06 04:38:36 UTC,,,,12.720000267028809
34551,23859,19073,28587,93243,Complete,2024-03-02 13:10:08 UTC,2024-03-03 08:26:00 UTC,2024-03-08 07:27:00 UTC,,12.720000267028809
98091,67554,53897,28587,264870,Processing,2023-06-20 15:08:34 UTC,,,,12.720000267028809
100432,69187,55175,28587,271236,Returned,2023-05-10 23:39:34 UTC,2023-05-13 00:39:00 UTC,2023-05-16 21:09:00 UTC,2023-05-18 11:54:00 UTC,12.720000267028809
66300,45760,36536,28587,179079,Shipped,2024-02-22 23:52:41 UTC,2024-02-24 07:07:00 UTC,,,12.720000267028809
82492,56827,45313,28587,222724,Shipped,2019-09-03 09:14:38 UTC,2019-09-05 18:42:00 UTC,,,12.720000267028809
109107,75160,60083,28587,294621,Shipped,2024-05-08 13:40:23.123577 UTC,2024-05-11 10:03:07.123577 UTC,,,12.720000267028809
111964,77181,61725,28587,302337,Shipped,2024-05-02 04:33:09 UTC,2024-05-03 12:32:00 UTC,,,12.720000267028809
29424,20321,16204,6961,79483,Cancelled,2023-01-05 03:24:56 UTC,,,,12.729999542236328
173,125,97,6996,456,Complete,2024-04-05 06:02:38 UTC,2024-04-06 16:24:00 UTC,2024-04-09 02:20:00 UTC,,12.729999542236328
13260,9146,7206,6961,35823,Complete,2023-07-21 23:13:01 UTC,2023-07-22 07:55:00 UTC,2023-07-25 08:22:00 UTC,,12.729999542236328
17685,12197,9646,6996,47770,Complete,2024-05-07 22:37:27.079258 UTC,2024-05-07 20:07:33.079258 UTC,2024-05-09 08:33:33.079258 UTC,,12.729999542236328
73223,50439,40270,6961,197709,Processing,2024-04-30 00:30:15 UTC,,,,12.729999542236328
94736,65257,52040,6961,255847,Processing,2024-04-11 20:52:25 UTC,,,,12.729999542236328
140066,96621,77346,6996,378154,Processing,2023-07-04 12:27:03 UTC,,,,12.729999542236328
141480,97622,78179,6996,381934,Processing,2023-02-10 15:31:29 UTC,,,,12.729999542236328
150465,103830,83134,6996,406152,Processing,2024-01-15 23:14:13 UTC,,,,12.729999542236328
178563,123214,98742,6961,482001,Processing,2023-12-10 04:00:02 UTC,,,,12.729999542236328
87509,60255,48024,6961,236312,Returned,2020-03-24 07:00:37 UTC,2020-03-26 08:59:00 UTC,2020-03-29 08:29:00 UTC,2020-03-29 14:19:00 UTC,12.729999542236328
56540,38995,31215,6961,152578,Shipped,2023-11-08 16:06:05 UTC,2023-11-09 11:39:00 UTC,,,12.729999542236328
78286,53879,43013,6996,211393,Shipped,2024-04-26 03:54:50 UTC,2024-04-27 02:15:00 UTC,,,12.729999542236328
127388,87810,70243,6961,343874,Shipped,2024-04-14 17:16:38 UTC,2024-04-14 15:50:00 UTC,,,12.729999542236328
147799,101995,81696,6996,398916,Shipped,2023-08-13 23:21:40 UTC,2023-08-16 13:02:00 UTC,,,12.729999542236328
9549,6529,5092,3289,25808,Cancelled,2022-09-08 13:45:05 UTC,,,,12.739999771118164
33043,22841,18199,3330,89190,Cancelled,2023-11-25 13:04:18 UTC,,,,12.739999771118164
69075,47648,38038,18309,186603,Cancelled,2020-12-20 17:22:56 UTC,,,,12.739999771118164
94263,64929,51767,24609,254547,Cancelled,2023-10-28 07:25:49 UTC,,,,12.739999771118164
98590,67892,54169,18309,266236,Cancelled,2023-10-06 13:33:12 UTC,,,,12.739999771118164
101690,70045,55872,24535,274679,Cancelled,2022-11-15 04:36:46 UTC,,,,12.739999771118164
102875,70872,56565,24609,277859,Cancelled,2022-07-15 15:17:15 UTC,,,,12.739999771118164
114962,79206,63375,24609,310378,Cancelled,2023-04-28 01:55:23 UTC,,,,12.739999771118164
175422,121037,96944,24609,473510,Cancelled,2024-04-14 01:37:48 UTC,,,,12.739999771118164
77853,53579,42767,3330,210218,Complete,2023-03-18 01:32:04 UTC,2023-03-19 03:27:00 UTC,2023-03-21 08:41:00 UTC,,12.739999771118164
101460,69883,55722,3330,274060,Complete,2023-12-17 06:37:38 UTC,2023-12-19 16:01:00 UTC,2023-12-24 11:21:00 UTC,,12.739999771118164
176011,121448,97309,3289,475111,Complete,2022-02-07 07:59:33 UTC,2022-02-07 02:42:00 UTC,2022-02-08 11:30:00 UTC,,12.739999771118164
20085,13839,10966,10790,54201,Processing,2021-11-23 03:45:52 UTC,,,,12.739999771118164
148959,102788,82320,18309,402078,Processing,2021-07-21 01:38:04 UTC,,,,12.739999771118164
158948,109633,87751,3289,429040,Processing,2021-12-26 12:16:11 UTC,,,,12.739999771118164
177200,122291,97982,10790,478298,Processing,2024-03-17 12:55:55 UTC,,,,12.739999771118164
82122,56564,45108,3330,221711,Returned,2022-05-23 00:34:42 UTC,2022-05-24 06:47:00 UTC,2022-05-25 23:00:00 UTC,2022-05-26 20:53:00 UTC,12.739999771118164
131919,90942,72788,3330,356129,Returned,2023-08-03 11:52:36 UTC,2023-08-06 06:14:00 UTC,2023-08-06 19:23:00 UTC,2023-08-08 09:12:00 UTC,12.739999771118164
141729,97800,78316,24609,382608,Returned,2023-07-14 06:15:56 UTC,2023-07-15 21:09:00 UTC,2023-07-19 17:42:00 UTC,2023-07-22 14:43:00 UTC,12.739999771118164
180554,124613,99832,24535,487315,Returned,2023-10-30 21:19:44 UTC,2023-10-31 17:00:00 UTC,2023-11-05 13:50:00 UTC,2023-11-08 00:01:00 UTC,12.739999771118164
63719,43968,35136,10790,172047,Shipped,2022-05-14 15:31:26 UTC,2022-05-12 22:22:00 UTC,,,12.739999771118164
78935,54343,43399,24609,213108,Shipped,2023-04-27 00:07:25 UTC,2023-04-28 14:54:00 UTC,,,12.739999771118164
80586,55490,44284,3330,217560,Shipped,2024-04-15 13:08:27 UTC,2024-04-12 13:17:00 UTC,,,12.739999771118164
82936,57144,45566,24535,223919,Shipped,2021-06-10 08:47:06 UTC,2021-06-11 10:21:00 UTC,,,12.739999771118164
95745,65955,52590,10790,258562,Shipped,2024-03-18 11:20:10 UTC,2024-03-18 19:10:00 UTC,,,12.739999771118164
102170,70382,56140,18309,275957,Shipped,2023-09-17 02:11:44 UTC,2023-09-15 07:58:00 UTC,,,12.739999771118164
121504,83766,66964,3330,327967,Shipped,2021-10-09 07:57:05 UTC,2021-10-09 15:04:00 UTC,,,12.739999771118164
153579,105972,84807,18309,414587,Shipped,2024-01-13 04:00:43 UTC,2024-01-14 02:19:00 UTC,,,12.739999771118164
157694,108785,87053,24609,425668,Shipped,2022-03-18 07:27:51 UTC,2022-03-17 06:25:00 UTC,,,12.739999771118164
164619,113538,90927,24535,444374,Shipped,2023-03-18 05:41:51 UTC,2023-03-20 10:01:00 UTC,,,12.739999771118164
171805,118499,94852,3330,463772,Shipped,2023-04-30 10:26:35 UTC,2023-05-01 10:40:00 UTC,,,12.739999771118164
15027,10358,8185,24528,40624,Cancelled,2021-10-10 07:03:21 UTC,,,,12.75
22012,15158,12091,607,59418,Cancelled,2023-12-24 21:43:40 UTC,,,,12.75
33900,23426,18670,607,91478,Cancelled,2023-04-05 09:51:10 UTC,,,,12.75
88527,60976,48620,24859,239061,Cancelled,2023-02-14 04:03:54 UTC,,,,12.75
154823,106819,85507,24859,417968,Cancelled,2023-07-14 14:15:51 UTC,,,,12.75
155306,107166,85755,25082,419248,Cancelled,2024-01-07 17:04:50 UTC,,,,12.75
172144,118732,95071,24859,464689,Cancelled,2023-10-29 07:53:01 UTC,,,,12.75
174387,120299,96307,9945,470687,Cancelled,2022-08-29 10:56:34 UTC,,,,12.75
14863,10250,8098,9945,40183,Complete,2024-01-19 02:25:26 UTC,2024-01-17 07:17:00 UTC,2024-01-22 05:14:00 UTC,,12.75
61931,42725,34149,25082,167171,Complete,2024-05-08 14:02:34.643746 UTC,2024-05-09 17:04:57.643746 UTC,2024-05-12 15:19:57.643746 UTC,,12.75
66890,46159,36832,24531,180671,Complete,2024-02-20 01:22:07 UTC,2024-02-21 17:31:00 UTC,2024-02-22 00:15:00 UTC,,12.75
74619,51385,41012,607,201506,Complete,2022-07-31 04:55:37 UTC,2022-08-01 05:02:00 UTC,2022-08-02 20:09:00 UTC,,12.75
79605,54814,43770,15789,214921,Complete,2024-05-11 02:38:42.563221 UTC,2024-05-08 17:36:06.563221 UTC,2024-05-08 20:24:06.563221 UTC,,12.75
100012,68915,54977,24528,270080,Complete,2023-07-23 03:24:59 UTC,2023-07-24 17:12:00 UTC,2023-07-25 07:10:00 UTC,,12.75
128598,88645,70922,15789,347126,Complete,2023-11-19 04:50:17 UTC,2023-11-20 12:42:00 UTC,2023-11-24 17:08:00 UTC,,12.75
134247,92589,74093,9945,362432,Complete,2023-12-28 15:19:24 UTC,2023-12-31 12:25:00 UTC,2024-01-03 01:20:00 UTC,,12.75
146656,101203,81094,24859,395845,Complete,2021-09-10 00:36:59 UTC,2021-09-09 12:42:00 UTC,2021-09-10 11:51:00 UTC,,12.75
151295,104395,83603,25082,408386,Complete,2023-06-25 05:44:15 UTC,2023-06-27 14:16:00 UTC,2023-07-02 12:40:00 UTC,,12.75
172658,119085,95363,24531,466065,Complete,2024-03-26 03:33:45 UTC,2024-03-28 19:37:00 UTC,2024-03-30 11:43:00 UTC,,12.75
180559,124616,99836,15789,487327,Complete,2022-08-25 08:02:39 UTC,2022-08-22 14:29:00 UTC,2022-08-22 17:27:00 UTC,,12.75
180711,124710,99911,15789,487737,Complete,2023-01-29 06:49:29 UTC,2023-01-29 22:05:00 UTC,2023-02-02 22:06:00 UTC,,12.75
28312,19576,15615,9945,76516,Processing,2022-09-17 05:15:30 UTC,,,,12.75
29199,20177,16079,24528,78875,Processing,2023-01-12 15:03:27 UTC,,,,12.75
30006,20727,16522,24531,81029,Processing,2019-11-02 16:04:11 UTC,,,,12.75
51197,35336,28264,13904,138064,Processing,2024-03-14 03:35:42 UTC,,,,12.75
51572,35607,28469,24531,139061,Processing,2023-10-20 14:19:59 UTC,,,,12.75
82336,56717,45234,15789,222299,Processing,2023-05-27 14:03:39 UTC,,,,12.75
109158,75196,60111,13904,294758,Processing,2023-03-17 06:32:46 UTC,,,,12.75
139356,96127,76956,24531,376229,Processing,2022-06-03 23:36:41 UTC,,,,12.75
143202,98810,79140,24602,386545,Processing,2023-10-02 05:49:38 UTC,,,,12.75
146729,101253,81122,15789,396042,Processing,2022-05-29 10:49:16 UTC,,,,12.75
156304,107830,86282,607,421947,Processing,2024-05-08 14:52:58.846057 UTC,,,,12.75
176849,122031,97769,13904,477356,Processing,2022-12-17 15:45:58 UTC,,,,12.75
177710,122634,98273,24859,479696,Processing,2020-10-06 01:14:14 UTC,,,,12.75
178234,122995,98551,24531,481118,Processing,2024-01-21 10:28:28 UTC,,,,12.75
13134,9052,7127,24904,35490,Returned,2024-03-07 22:55:49 UTC,2024-03-08 04:58:00 UTC,2024-03-08 16:01:00 UTC,2024-03-09 06:03:00 UTC,12.75
23624,16287,12977,24602,63783,Returned,2024-05-07 11:11:52.697672 UTC,2024-05-08 18:44:57.697672 UTC,2024-05-12 01:44:57.697672 UTC,2024-05-13 09:15:57.697672 UTC,12.75
34815,24049,19230,24531,93951,Returned,2022-07-07 00:23:06 UTC,2022-07-09 10:38:00 UTC,2022-07-11 11:40:00 UTC,2022-07-13 09:03:00 UTC,12.75
39627,27364,21885,24528,106862,Returned,2021-02-13 23:31:17 UTC,2021-02-15 01:14:00 UTC,2021-02-16 23:01:00 UTC,2021-02-18 01:07:00 UTC,12.75
46137,31865,25448,24528,124453,Returned,2023-09-14 06:39:15 UTC,2023-09-12 15:55:00 UTC,2023-09-13 10:38:00 UTC,2023-09-16 07:53:00 UTC,12.75
103376,71211,56842,25082,279191,Returned,2024-04-23 04:24:55 UTC,2024-04-23 09:05:00 UTC,2024-04-26 05:27:00 UTC,2024-04-27 10:59:00 UTC,12.75
152765,105415,84375,24859,412349,Returned,2023-02-15 07:32:56 UTC,2023-02-18 00:53:00 UTC,2023-02-22 00:04:00 UTC,2023-02-23 05:18:00 UTC,12.75
5848,3985,3056,25082,15824,Shipped,2024-04-04 14:15:59 UTC,2024-04-01 03:31:00 UTC,,,12.75
19475,13440,10639,15789,52571,Shipped,2023-11-14 06:51:33 UTC,2023-11-13 22:53:00 UTC,,,12.75
34042,23527,18770,13904,91866,Shipped,2022-08-23 09:30:27 UTC,2022-08-26 09:19:00 UTC,,,12.75
42482,29345,23479,24859,114609,Shipped,2024-04-08 23:44:54 UTC,2024-04-10 17:25:00 UTC,,,12.75
59909,41314,33041,25082,161715,Shipped,2023-05-14 11:21:00 UTC,2023-05-16 02:39:00 UTC,,,12.75
65035,44900,35891,24531,175672,Shipped,2023-12-08 15:21:47 UTC,2023-12-10 14:56:00 UTC,,,12.75
72170,49723,39709,24904,194898,Shipped,2024-02-23 08:50:12 UTC,2024-02-20 21:13:00 UTC,,,12.75
91393,62942,50191,24602,246767,Shipped,2020-05-16 12:24:35 UTC,2020-05-19 11:24:00 UTC,,,12.75
96415,66418,52961,13904,260383,Shipped,2022-06-16 12:03:25 UTC,2022-06-16 23:45:00 UTC,,,12.75
97366,67077,53517,13904,262894,Shipped,2024-04-30 07:21:55 UTC,2024-05-01 23:13:00 UTC,,,12.75
118154,81426,65119,24904,318912,Shipped,2024-05-10 16:35:13.570062 UTC,2024-05-07 17:19:16.570062 UTC,,,12.75
139969,96560,77299,24528,377895,Shipped,2021-04-16 00:25:51 UTC,2021-04-16 02:45:00 UTC,,,12.75
145610,100497,80524,13904,392988,Shipped,2022-11-17 11:27:35 UTC,2022-11-20 00:30:00 UTC,,,12.75
146182,100882,80833,13904,394534,Shipped,2020-10-19 06:19:25 UTC,2020-10-19 11:26:00 UTC,,,12.75
157351,108536,86854,607,424756,Shipped,2023-11-29 02:53:36 UTC,2023-11-30 00:50:00 UTC,,,12.75
176045,121469,97323,24531,475203,Shipped,2023-09-03 14:58:30 UTC,2023-09-03 19:15:00 UTC,,,12.75
21929,15100,12043,26280,59201,Cancelled,2023-07-14 14:36:21 UTC,,,,12.760000228881836
22696,15637,12462,10789,61269,Cancelled,2020-03-06 04:56:50 UTC,,,,12.760000228881836
127748,88065,70442,10789,344832,Cancelled,2022-09-06 16:05:48 UTC,,,,12.760000228881836
16610,11452,9042,26280,44880,Complete,2023-12-14 01:21:33 UTC,2023-12-12 00:18:00 UTC,2023-12-14 12:06:00 UTC,,12.760000228881836
44454,30698,24515,10789,119909,Complete,2019-11-04 01:28:18 UTC,2019-11-06 05:55:00 UTC,2019-11-06 14:06:00 UTC,,12.760000228881836
50340,34750,27788,25739,135757,Complete,2023-10-05 14:03:12 UTC,2023-10-05 21:55:00 UTC,2023-10-09 05:02:00 UTC,,12.760000228881836
111057,76531,61207,25739,299905,Complete,2023-08-23 04:57:08 UTC,2023-08-26 01:03:00 UTC,2023-08-30 16:01:00 UTC,,12.760000228881836
135359,93365,74713,26280,365439,Complete,2023-12-16 13:47:20 UTC,2023-12-14 16:28:00 UTC,2023-12-16 12:19:00 UTC,,12.760000228881836
173648,119780,95909,10789,468705,Complete,2021-12-21 04:50:53 UTC,2021-12-23 12:50:00 UTC,2021-12-27 02:16:00 UTC,,12.760000228881836
3023,2074,1599,26280,8153,Processing,2022-01-25 08:46:31 UTC,,,,12.760000228881836
35663,24642,19710,10789,96224,Processing,2024-05-07 13:56:00.895222 UTC,,,,12.760000228881836
54184,37377,29899,10789,146152,Processing,2022-11-23 13:22:51 UTC,,,,12.760000228881836
94211,64891,51736,26280,254403,Processing,2024-02-14 02:04:07 UTC,,,,12.760000228881836
117323,80858,64695,25739,316684,Processing,2024-01-31 14:32:02 UTC,,,,12.760000228881836
136684,94288,75430,25739,369012,Processing,2022-04-17 08:40:46 UTC,,,,12.760000228881836
162427,112060,89701,10789,438508,Processing,2024-04-23 15:11:12 UTC,,,,12.760000228881836
61018,42091,33649,26280,164696,Returned,2023-06-08 12:37:29 UTC,2023-06-05 23:05:00 UTC,2023-06-06 05:43:00 UTC,2023-06-07 04:23:00 UTC,12.760000228881836
48602,33550,26810,10789,131057,Shipped,2024-04-14 06:34:21 UTC,2024-04-14 14:47:00 UTC,,,12.760000228881836
63623,43900,35078,26280,171791,Shipped,2021-07-01 22:37:46 UTC,2021-07-04 13:08:00 UTC,,,12.760000228881836
77076,53045,42334,25739,208116,Shipped,2023-04-29 15:11:11 UTC,2023-05-01 09:42:00 UTC,,,12.760000228881836
92722,63867,50905,26280,250382,Shipped,2024-01-15 17:05:17 UTC,2024-01-14 23:38:00 UTC,,,12.760000228881836
107290,73891,59039,25739,289767,Shipped,2020-08-02 02:23:29 UTC,2020-08-04 07:07:00 UTC,,,12.760000228881836
134968,93096,74504,25739,364393,Shipped,2021-11-01 08:27:42 UTC,2021-11-01 00:39:00 UTC,,,12.760000228881836
143888,99275,79517,10789,388396,Shipped,2024-01-25 01:27:43 UTC,2024-01-25 23:08:00 UTC,,,12.760000228881836
103940,71589,57146,24661,280690,Complete,2024-02-07 14:19:06 UTC,2024-02-09 02:50:00 UTC,2024-02-13 06:32:00 UTC,,12.770000457763672
105903,72923,58237,24661,286013,Complete,2020-08-29 01:43:50 UTC,2020-08-30 01:52:00 UTC,2020-08-31 20:55:00 UTC,,12.770000457763672
45470,31406,25088,24661,122658,Processing,2024-03-27 21:54:04 UTC,,,,12.770000457763672
154120,106336,85100,24661,416037,Processing,2021-02-22 05:59:52 UTC,,,,12.770000457763672
43643,30142,24085,24661,117732,Returned,2024-04-29 22:56:56 UTC,2024-04-27 05:44:00 UTC,2024-05-01 06:58:00 UTC,2024-05-01 18:23:00 UTC,12.770000457763672
117367,80890,64717,24661,316803,Returned,2023-08-24 05:09:31 UTC,2023-08-26 23:03:00 UTC,2023-08-28 06:28:00 UTC,2023-08-30 10:45:00 UTC,12.770000457763672
101950,70232,56019,24661,275383,Shipped,2024-01-10 01:36:47 UTC,2024-01-10 23:40:00 UTC,,,12.770000457763672
17091,11788,9315,22673,46186,Complete,2022-02-13 01:19:41 UTC,2022-02-10 08:12:00 UTC,2022-02-13 13:06:00 UTC,,12.779999732971191
148809,102676,82245,19172,401681,Processing,2022-03-27 09:54:05 UTC,,,,12.779999732971191
178017,122842,98424,19172,480534,Processing,2024-02-06 02:49:58 UTC,,,,12.779999732971191
74925,51593,41170,19172,202319,Returned,2024-03-25 05:52:21 UTC,2024-03-28 06:31:00 UTC,2024-03-31 00:37:00 UTC,2024-03-31 05:11:00 UTC,12.779999732971191
110072,75842,60630,22673,297217,Returned,2024-03-02 00:15:46 UTC,2024-03-04 07:17:00 UTC,2024-03-05 01:45:00 UTC,2024-03-05 22:10:00 UTC,12.779999732971191
168886,116513,93304,19172,455897,Returned,2024-04-15 15:08:56 UTC,2024-04-17 23:17:00 UTC,2024-04-18 05:15:00 UTC,2024-04-18 21:55:00 UTC,12.779999732971191
15174,10467,8267,19172,41025,Shipped,2020-06-08 03:13:00 UTC,2020-06-09 06:50:00 UTC,,,12.779999732971191
26101,18039,14384,241,70475,Complete,2023-04-14 16:14:49 UTC,2023-04-11 20:50:00 UTC,2023-04-15 08:25:00 UTC,,12.789999961853027
42975,29683,23743,241,115943,Complete,2024-04-23 03:21:17 UTC,2024-04-20 12:55:00 UTC,2024-04-23 00:33:00 UTC,,12.789999961853027
6623,4517,3482,18706,17945,Cancelled,2022-11-30 21:00:19 UTC,,,,12.800000190734863
25714,17767,14163,24553,69419,Cancelled,2024-04-24 12:15:33 UTC,,,,12.800000190734863
57580,39686,31754,24553,155417,Cancelled,2023-06-15 15:51:40 UTC,,,,12.800000190734863
64807,44735,35762,24493,175053,Cancelled,2023-12-18 04:49:43 UTC,,,,12.800000190734863
109113,75163,60086,24493,294635,Cancelled,2024-05-07 15:50:57.197175 UTC,,,,12.800000190734863
117456,80952,64760,18217,317049,Cancelled,2024-02-10 06:43:12 UTC,,,,12.800000190734863
140347,96820,77496,1099,378922,Cancelled,2022-06-26 21:10:11 UTC,,,,12.800000190734863
155128,107036,85667,8981,418785,Cancelled,2021-07-27 12:23:59 UTC,,,,12.800000190734863
178876,123446,98933,24834,482833,Cancelled,2024-04-28 11:54:12 UTC,,,,12.800000190734863
1612,1109,849,24650,4324,Complete,2024-01-14 07:45:04 UTC,2024-01-15 22:18:00 UTC,2024-01-17 02:41:00 UTC,,12.800000190734863
8886,6071,4705,24520,23984,Complete,2022-08-30 04:39:21 UTC,2022-08-28 02:16:00 UTC,2022-08-29 05:08:00 UTC,,12.800000190734863
14915,10281,8126,24553,40324,Complete,2020-12-14 12:17:20 UTC,2020-12-13 23:10:00 UTC,2020-12-18 10:06:00 UTC,,12.800000190734863
27194,18797,14977,25057,73489,Complete,2023-12-16 14:59:39 UTC,2023-12-17 11:35:00 UTC,2023-12-20 20:54:00 UTC,,12.800000190734863
94231,64907,51749,18706,254461,Complete,2022-05-11 07:53:25 UTC,2022-05-14 04:25:00 UTC,2022-05-15 14:19:00 UTC,,12.800000190734863
97923,67441,53799,24520,264403,Complete,2024-03-10 10:27:11 UTC,2024-03-10 00:54:00 UTC,2024-03-10 22:14:00 UTC,,12.800000190734863
102475,70592,56336,18706,276799,Complete,2021-01-02 06:28:29 UTC,2021-01-02 12:51:00 UTC,2021-01-07 00:48:00 UTC,,12.800000190734863
137560,94905,75932,24632,371349,Complete,2023-01-06 03:13:55 UTC,2023-01-06 21:26:00 UTC,2023-01-08 23:59:00 UTC,,12.800000190734863
138635,95645,76537,24574,374247,Complete,2022-10-25 12:02:11 UTC,2022-10-24 17:20:00 UTC,2022-10-24 17:52:00 UTC,,12.800000190734863
153345,105815,84701,24574,413954,Complete,2024-05-07 13:42:30.717423 UTC,2024-05-10 10:46:37.717423 UTC,2024-05-11 06:45:37.717423 UTC,,12.800000190734863
176202,121583,97420,8981,475643,Complete,2021-08-19 03:12:36 UTC,2021-08-22 00:28:00 UTC,2021-08-22 19:58:00 UTC,,12.800000190734863
5633,3827,2928,24574,15227,Processing,2023-06-19 01:53:15 UTC,,,,12.800000190734863
7871,5385,4176,24774,21258,Processing,2021-04-09 05:42:52 UTC,,,,12.800000190734863
8030,5492,4252,1099,21686,Processing,2023-04-01 12:41:31 UTC,,,,12.800000190734863
8858,6051,4692,18706,23908,Processing,2023-02-05 15:18:53 UTC,,,,12.800000190734863
10452,7158,5607,24774,28252,Processing,2019-02-01 14:18:14 UTC,,,,12.800000190734863
23617,16283,12975,1099,63766,Processing,2024-02-08 00:03:21 UTC,,,,12.800000190734863
24555,16950,13526,25057,66304,Processing,2023-03-21 03:14:26 UTC,,,,12.800000190734863
43534,30062,24036,25057,117445,Processing,2022-07-22 01:47:20 UTC,,,,12.800000190734863
51948,35862,28679,24553,140077,Processing,2022-06-21 11:32:04 UTC,,,,12.800000190734863
58171,40106,32065,24493,157005,Processing,2023-07-10 11:01:43 UTC,,,,12.800000190734863
65778,45400,36261,9878,177689,Processing,2022-12-17 12:04:57 UTC,,,,12.800000190734863
66232,45710,36501,24650,178893,Processing,2023-07-15 10:33:30 UTC,,,,12.800000190734863
71251,49118,39228,24574,192456,Processing,2022-09-14 01:32:57 UTC,,,,12.800000190734863
103136,71058,56714,24834,278557,Processing,2023-01-25 23:48:19 UTC,,,,12.800000190734863
107558,74069,59192,24493,290476,Processing,2024-04-15 06:59:00 UTC,,,,12.800000190734863
108426,74689,59713,9878,292796,Processing,2024-04-28 06:03:27 UTC,,,,12.800000190734863
116435,80229,64187,24632,314324,Processing,2022-02-02 12:10:32 UTC,,,,12.800000190734863
120790,83246,66579,25057,326044,Processing,2022-07-17 13:01:12 UTC,,,,12.800000190734863
160644,110790,88678,24632,433656,Processing,2024-05-07 11:46:20 UTC,,,,12.800000190734863
163401,112710,90242,25057,441139,Processing,2020-04-11 16:38:29 UTC,,,,12.800000190734863
16271,11224,8869,18706,43960,Returned,2024-03-15 11:28:29 UTC,2024-03-14 22:55:00 UTC,2024-03-17 02:27:00 UTC,2024-03-17 23:03:00 UTC,12.800000190734863
67270,46440,37055,18217,181720,Returned,2020-07-01 22:26:18 UTC,2020-07-03 10:30:00 UTC,2020-07-07 06:13:00 UTC,2020-07-08 02:21:00 UTC,12.800000190734863
88812,61167,48777,24632,239823,Returned,2024-03-30 14:00:45 UTC,2024-04-02 10:38:00 UTC,2024-04-06 09:16:00 UTC,2024-04-09 04:30:00 UTC,12.800000190734863
108076,74425,59502,24574,291856,Returned,2024-04-08 05:39:13 UTC,2024-04-09 09:52:00 UTC,2024-04-09 17:37:00 UTC,2024-04-11 13:09:00 UTC,12.800000190734863
111330,76727,61385,24774,300630,Returned,2023-06-05 14:34:57 UTC,2023-06-07 12:30:00 UTC,2023-06-11 09:18:00 UTC,2023-06-13 18:26:00 UTC,12.800000190734863
121365,83658,66891,8981,327579,Returned,2024-04-01 04:18:02 UTC,2024-04-02 05:56:00 UTC,2024-04-03 19:34:00 UTC,2024-04-04 22:28:00 UTC,12.800000190734863
123213,84950,67907,18706,332640,Returned,2024-05-07 01:23:51 UTC,2024-05-07 18:18:00 UTC,2024-05-12 11:53:00 UTC,2024-05-12 21:25:00 UTC,12.800000190734863
